Marketing Spend,Administration,R&DSpend,Profit
181850.1654232867,645603.1568625371,220133.0854964527,394697.19113697216
240192.0738247752,706407.2836096117,342284.43355228927,543971.7337750642
88870.62265915744,527170.8713635483,152177.88306246747,222550.3884852775
174277.5785817596,677366.532992796,295880.0632919481,501778.1683144128
176074.77643373836,708694.6978195773,381882.5562084744,472799.00082509604
161057.37739219563,632541.7090342159,153987.77256131137,328022.6178114797
69433.45642691919,598329.2789844935,199433.80485947293,312941.8942609172
79419.10720812366,641768.6168998089,167524.2581019521,363185.0142322192
217390.09717079136,694091.1084708141,372693.3776211397,494649.7766917414
168867.3731058614,639079.067284202,204090.70694494102,380844.04592051066
153126.142178695,641444.0446010322,167261.77459307347,378137.94111852086
139886.49320786048,614832.1589926918,223715.38544938137,341375.2983907603
115675.94642985499,627042.6108476102,123449.98850384456,321023.04738503904
166287.1138982272,648408.6243334938,192061.86137616952,390945.2248138918
176425.11887823377,698743.6649569379,293414.75802754227,524249.40660037525
159834.61429626605,614433.2272325435,231261.66218313342,315786.23726240953
237396.16416436818,708930.0501008796,296690.43394676945,549246.9460386673
215326.32109457508,685909.925762017,244831.99413441838,511486.29355675017
140701.01164872845,631056.130835894,234353.75957092716,369155.0207343928
244504.25882737854,729786.9399403984,296006.0046146327,619478.6992596228
189696.01517365512,693920.5657010205,283737.20597409573,511064.08351328026
253788.3347755898,691794.9485905452,317411.601116413,499965.3808801667
139363.43737044767,641916.3104164283,246191.30055933894,361694.1145732718
251688.39349523187,715756.148754032,453584.34804424853,615314.8426211186
145683.75441529826,670188.6312194231,248308.15114372407,416178.4606486765
186481.48587871407,692777.4665038711,247059.64051808708,425667.7228769475
164714.63761764305,679410.8262111503,280407.87944778946,429229.1218355368
66691.1847358338,557789.0379638525,128092.07598517768,258883.70952867533
99818.00188605103,640584.1201853063,163219.34005333175,359890.73589179723
224443.90758241754,722068.3647432989,361860.71861075226,572355.8845009316
200942.41841055866,684825.5933381922,195246.18000097288,435998.6731986639
117345.56257466,592994.2884660601,191128.23278931703,301549.10203575774
83388.8561048727,562841.0253377588,165790.92067232,268415.3669363871
207942.23495036652,684549.1520766255,282774.064616057,493878.88839755324
102285.27167912197,569632.6860472057,109375.33582532918,273947.3808166696
280949.1633016393,710396.327974268,277521.1772778316,538972.3060183057
188195.00275425139,676430.6621053803,273785.7498450468,419512.46848995954
181868.64483366904,668023.3305599134,269175.61257134157,411425.30215748894
193765.1547801496,669129.3078404247,311645.33014928346,441392.043915891
162707.18266605466,628890.3157539514,224370.63819331693,341484.7184628665
117083.14713236349,546189.8049968601,141975.02455689767,235607.47899850062
219506.65386346338,721319.6386028266,355912.3529340046,581412.0789935132
104827.23968018335,643008.4285565439,226654.98663719307,359757.0097150025
297257.01085058536,740729.2359445198,467111.89168336696,653086.916035908
238787.13206253352,698909.3535638131,330353.11165071314,556168.039444192
153310.2619694114,653056.3816710535,187453.06115834284,394357.3133332076
197499.36660708336,695329.843491235,289722.79622586246,494973.01664423966
160285.154109316,669074.2098275743,294299.4608952856,418137.4892604056
231250.26353426254,711435.424730454,325503.7225118283,576132.2675512317
58243.7963059027,537838.8590469629,135955.06921407732,242412.77995481557
179238.8726891355,703636.538792877,274000.10500843666,518512.09556771896
157565.6552905772,656119.3935145802,209903.7157896341,364884.4244468274
254831.40378046836,740288.7617928194,425090.81013667386,674219.199601093
96787.47615040306,589611.5619101112,102240.20548690716,292484.66413844423
113859.4528510669,601836.1727410096,166004.44040165015,293482.9662245334
204173.6742876003,717348.3559484478,276401.8325472065,534568.0615615423
229445.4728513637,704864.5661524796,285977.89548248006,537599.03213677
241794.24311380123,696250.9994952169,323193.0143939141,511817.56119501137
88474.73897168101,644447.5786115094,190504.10732628885,363476.73854143586
92996.15783199287,598044.8635503993,230090.24211378684,291138.6260233371
148008.31713913425,663732.8126340725,206056.08653758635,364340.6155358203
113279.35716450628,559476.8829843577,205778.53649192525,262327.4405281263
149974.9940584727,700291.3312196903,255694.15925794607,513500.28341047216
131161.10788407899,659685.0438734085,296720.2350076036,415188.15167175233
245162.46544961058,685499.7505407613,280836.5885665987,524200.6249106519
221095.772533942,702420.7791578439,155982.30658193488,507291.0581686991
89231.70571048999,492757.8305285489,272278.0385740092,205686.3488965117
165363.71511078143,647189.7238306426,166433.49751939147,402072.7260717405
187880.8392341123,717141.6076513228,314427.9745075345,500499.81182416354
177423.66349775967,621243.6869033349,90890.55048912899,350061.3608686001
189196.60156708,663764.8001629806,125952.2165175508,454960.3982702228
171286.80384399573,676480.2541603656,350603.8803191419,487717.4824109294
205893.41496005515,724799.5630575961,269197.1215246277,550904.2890487779
177010.50039601576,672754.7233188241,156915.90461981666,413501.7625122776
121625.73733468543,671787.1541947552,313911.3210908419,403442.5968246796
137112.6163639663,635045.5531354699,174359.21179601428,366833.09740262013
147485.11837898172,648695.2237511708,271690.34244609624,402451.8726993565
140184.87375186462,587347.2155243687,85298.30042421362,296148.94895131444
134960.7994533291,661186.8335806639,170826.36575777424,401715.1868236697
204504.90942521923,695856.4622250928,273035.2535288524,488101.01644610893
185946.3949192348,695719.2953570604,245602.25531240687,478537.74612979614
203361.62016739792,678474.1179991454,172298.79305899068,437997.8349094321
123095.54839624876,617119.0107461249,200436.08861024928,330253.6870910482
169918.14920861242,696368.0571310802,241896.12149967207,441714.0753014502
143184.0607585541,624534.0855938366,225072.2269546725,357425.7528921916
228455.67076881224,724506.6562914308,427349.6328844978,555675.1747496931
229512.29328491198,711972.4275374373,340700.6234968043,545500.9179698535
163408.0841983455,696452.3074912402,342409.0161350874,464063.6592201566
194080.3043206163,673974.6443061498,384870.74790204293,481533.57643098076
262525.54969796306,738056.5498246314,396826.74173938326,588758.7517032316
210954.38107971026,697211.8341087287,318712.24203494424,515716.4753533338
158945.24130086647,662741.6243373519,193131.274305285,410397.3286291022
177417.94165906025,633308.4243289524,265516.3443239269,367494.20707802026
163457.27945300486,682899.3554902076,232526.23857352225,447297.6484472961
220300.96114571666,702185.493740107,288509.9155334304,544487.8832716781
199784.90288402524,680072.3711550278,265419.0116254471,442225.98806928715
296154.96902883635,759614.3111722913,516104.03567244275,690768.3550124437
243651.8190797089,716997.0452560581,306409.5835899057,549057.3069859097
234490.87387091806,716932.4344212486,411806.13096567936,538449.2611018175
132428.48633495724,632873.6546967537,216547.60281815202,372362.7156339911
194495.1231247225,708918.6183690871,344508.5296908257,523038.21273188724
200694.09623505792,675566.9170917444,198689.54594383176,457040.4843868585
132696.5306747309,655549.337092597,187484.5613885899,414529.56063428306
169042.4925495161,643952.0751697036,250806.6691078076,401616.2196436335
224075.144653987,716816.4608074367,336570.1201620003,529847.356635584
171946.5343328006,631209.1983182414,266622.6693099325,358060.7864064136
199585.70548645736,688924.4215941643,389891.49484724423,506237.2058427056
242071.75590824118,743369.8968420634,339683.5650561445,617580.8731405891
156789.2056291155,648209.601128738,275872.9170157607,351536.84698841727
186223.1060811838,662752.16612247,119221.73757169329,427054.4815269649
187097.29585648436,701221.3057442652,357819.84582327725,529672.8059239966
279187.945079296,700125.0448535536,436214.6212825406,569992.1981174408
87525.44001739641,597957.3074960561,136960.77768799698,288990.4113997482
63865.701507446654,549682.7459322333,126200.16614063992,254075.510114462
174101.08089937246,728741.3682416099,453241.022973737,586337.7799321018
173900.06455489364,647504.3208895366,232757.35537890356,420564.60455952806
83336.14506613642,552936.6470339157,253158.29518707565,226934.40552288207
130851.85121425797,618423.2160746327,241277.0279124418,330604.28615450405
75202.48298897757,510911.04756683786,172062.28488393326,211542.07886901248
158327.19781293476,662815.2145638892,175305.94763685946,426115.9193706055
233007.05674443475,691787.1411013254,248006.01396481984,524749.134276501
139763.02171234548,681094.3257492085,230403.02802821138,438350.49525081494
121794.29343833821,579019.3993489183,119506.22712538694,279015.1310122399
218021.39579149542,661448.40324644,251016.67494479986,410668.8751785517
170491.00465830608,667763.5283700721,320898.41989112657,432990.79869513965
236929.38663492756,716701.9907109342,335940.62550554285,547183.9185970012
188263.38530842887,710187.8650771882,363584.7469366132,524359.8518030364
147284.56811631707,645410.003543251,147258.2355904368,376893.36573640315
137279.7713141567,641109.3176977447,301774.0866725525,370928.68925466074
193311.51328273985,674909.4079392791,209470.7468057685,471254.7256164405
61970.2702528195,541777.8881826019,118604.98294282524,232103.05602988577
94625.01233615328,604351.7870551877,138699.63423676,297947.08504454
247545.63027786394,713281.3923359644,225083.03737685736,540814.1029023413
155453.54685776492,678240.4349388442,182463.22255081512,456748.67463342176
263881.4468443637,718559.2505992239,284424.9157507899,553953.5433274414
115997.13246672867,646305.0671534985,117447.81119898304,371292.08731934906
210133.12803333421,665313.638527111,308201.5221466961,437603.7251219674
153602.4080308131,670290.5200391957,325951.7853647104,429536.2704045022
130965.80830800036,663236.9639718658,250965.92934750387,449020.5912255667
55247.085777749846,521496.779992127,171654.74203171916,213186.77085397125
211401.6029711167,702118.6454831429,302046.26810170885,505184.3294172555
135747.4486463862,629300.6207900404,219091.32740113532,339809.51902181125
221921.2973743686,682092.8073202765,318598.44150779094,463907.6079689332
275995.3315220545,754871.191816337,444843.6505450666,672879.9638945668
89474.2918604455,567732.6714379394,245902.56228770976,276794.74552410573
85767.74694273778,571097.6279955662,256500.71236875854,267593.5707294598
147381.2318137506,667608.3846033348,175515.82866734924,415475.32527939207
195990.52492013492,677710.7536407384,258208.33957878582,467013.4288978122
243850.52662993124,712248.3468473024,261306.27649640708,570988.6602974574
199329.7494064414,685422.0717273187,200003.20684105423,451808.65606794297
237569.32489451993,691801.8615837481,224575.38865264837,509743.1600613572
135361.2633857326,616148.728441166,257002.6761118514,304896.7396717737
124966.44987479053,620885.6820575807,204493.27358266056,309412.9829133365
229794.1021071777,679259.5281149556,253515.48320074915,493561.98363015073
271686.6231469706,721917.9389922731,383874.79629995686,592694.5614756267
170776.246571436,675708.2001407484,329060.81588275713,428182.90301975596
121160.22747360053,652421.4163187607,211279.01043957172,369229.8177868428
164381.43714596442,688248.0400211264,231276.0983072683,462136.2583362007
191627.4431142126,636548.2713636451,283681.602375214,418055.82095373224
93885.80244346583,631277.581781229,104688.78679260901,322392.8679906656
231758.7509600214,715084.7896459566,305458.89594365854,555774.2786424556
142982.84720222757,653099.2279052387,236167.46745665884,388259.3077739596
240420.03314090398,718264.9294782344,329148.72618117667,543989.7072073317
123726.53697640091,616472.5963172292,309291.5801388479,336935.1450714032
110691.60445134414,627310.8513358192,105799.87969004943,387234.2458545476
204694.08889223012,690363.9948936369,327023.11235174094,481126.94867743633
208914.98392359362,674371.4499340593,242213.36189154233,449866.16731090297
122473.02455865074,614282.8855977356,162134.30697921253,316920.53238708904
180967.45257864738,691447.9518653813,249137.88208286607,428551.96137305326
122513.39886154718,579681.323077614,169597.70567926485,274551.1017175999
87588.92413726504,593453.9488483402,309594.01999603823,288383.8954659272
179861.85613842274,681250.4560089055,267612.5665480923,468530.85450258723
276860.0702583001,713016.3751975767,465265.9331973132,581650.0614041967
201390.33083448594,674643.0306741837,287115.727933718,468758.37625869707
237961.07074422372,717544.9989668638,297690.52776172874,521416.13045480254
212872.9363597101,694039.9445284072,341795.08683597686,481655.2255634403
190047.84442919778,666477.9183895029,342010.65911394125,429472.2169496982
180735.944518641,719822.6086152943,326856.576268555,537668.6822171407
184094.90717543528,655020.6937500375,139586.2463038693,427019.26337336714
138424.01730235582,681627.0538445832,271305.8041970129,447332.15214227245
142610.8703864144,687268.8641658934,177527.9160240907,428166.89563260146
162892.8548900276,711660.5256588681,215077.6092368504,462457.6318944054
90667.4055733908,600695.7111565027,255068.30398675872,321255.4112949639
149880.97109268975,590508.0615086064,113761.84593577513,311755.0757772466
140537.60596401274,642982.6183986302,282132.04697681445,391246.44901001954
185065.2295076206,675179.5905165593,165638.9562258696,463366.9336636927
190724.2038593048,706472.0340676192,287697.27093378967,521159.7346629397
154142.44036708516,669248.6553894712,228112.253887363,403487.35536493384
160207.69055885047,677380.4872385903,184210.08368907322,452488.96017365565
108600.79344425767,599459.7237275074,110680.61273619611,326992.622591306
223438.63941691193,746668.3650517379,373624.2894351052,592355.2730813709
205790.27208080195,677483.3361480973,296329.6015544817,458425.79344207165
111174.58716639175,612582.4262124548,139316.11770640116,317960.3520316723
220925.78750017652,704332.3816526041,268463.5156673873,542371.9696544588
196838.73782544595,658951.4737253014,220542.00977670524,435710.3964214785
188624.5919396812,668009.9933502048,195872.02685545143,432758.67527059035
213140.76729438733,672943.8386934703,284051.7535883831,458312.26099594857
151699.2994327097,643603.6068254355,164050.13078383086,397987.41732839815
251068.20622150012,715434.1043252202,283924.4314704849,589216.3951720848
219289.7664884145,687595.2769220474,277623.30735020124,495777.21355078934
249518.02027613547,730611.9675255087,250896.35064249195,598685.7583537785
138164.72658724338,609860.1526161395,185250.56880552153,329083.99072511075
157104.91289279843,658292.5372286228,323715.93854192813,409044.73874244804
141390.33805160917,664162.7257150216,258828.08239110012,420339.79447832494
210359.7572767411,674584.2810185055,223333.70130790508,449320.3840496154
145258.2574818836,654682.5871224237,149110.3436724156,391135.35106553795
150573.587277792,643691.7420074873,287884.8156092484,352848.81182169577
125073.92817827375,603296.4796053035,201257.47130172225,293013.7513873196
224639.95362299733,698378.0618579416,439332.7660806689,507143.01738082804
168167.46720614808,689341.9186309936,334907.9879940556,448647.6080122432
67109.68662658465,489755.9832490278,96100.74716990959,194603.3078948776
267859.50054014294,708813.2043675536,302074.7472846827,589454.2279120162
204380.52949388104,690607.3827484462,293465.8265931348,506455.3034418619
216716.6782775998,705117.1041458057,330275.9470044755,563883.9591561015
210312.7383605592,690814.5802708917,319652.2667258461,488576.5460059666
222683.67026208685,690265.3392739259,171935.35421234003,546873.8056698565
249511.08567073994,711614.6855539053,331130.17129545915,545800.9088209855
169155.68300906164,674481.9721707732,243592.9399192609,420056.94411340257
159499.39799900766,666487.4034034695,314310.1344713678,466304.8405784996
151712.35661650065,655790.698402694,197763.1609579236,415940.0234008935
198164.45925609083,682493.0279353089,242348.50699098734,441496.65129086474
29618.348439184418,565035.9992806208,223100.07532457315,266555.6389563645
216216.4356145926,718105.296047968,364484.0156053162,539901.5087544974
129433.32484279561,649139.4571022751,257123.1738449762,399806.7650028246
156627.01598541182,631948.0413943719,270291.83001749194,403082.2486121339
108016.55151409926,613004.5762475223,193002.02449356398,318624.53747113893
146679.1685430086,635472.5545618818,203219.21920013864,374632.3986885109
234626.56947089592,686654.9779281905,320559.68972396967,450131.4350970838
216597.1483029336,699937.9564665795,323859.5069381152,487470.7166214845
153122.27819565072,631444.1976591059,261822.76311376315,361495.6426233959
228971.74913293347,705472.5057281414,248541.0490502451,522420.74616277753
117509.96787407543,664855.0161700175,245000.10147618892,389063.62487296783
185661.73064863402,692443.9096083655,351650.46482920094,513565.6024895697
200537.58934621426,667408.3999030432,310724.27876956796,440712.9373224309
67366.0483064262,557085.2784455447,227524.56359383394,255303.5744318915
229772.20959630684,673507.8816031667,203195.88166388136,508558.43038353446
208090.37480409857,680117.8580348499,177799.15621612206,431592.9509128329
161563.52328950068,648024.144652736,230022.17555999046,384556.73603822384
267112.61873786716,720133.3948764564,347064.68921487714,570629.9341065874
175452.07185285003,665450.7864233919,246534.02800462215,409697.3846215179
260892.1554854831,710748.4582833186,360411.98721772735,568337.1825351295
201648.7208081027,698735.573091755,317460.08187855745,523246.7944345198
166248.361337985,628780.0112082097,243011.57954744122,352632.0214656777
307409.80597891007,713957.0798218801,363552.4134352765,573664.030035864
281170.24623880396,728120.8466215153,472671.317719272,614961.4193644163
71444.72688010248,620112.6968998705,209749.8184648849,343345.9191057398
91304.85355168549,588375.5283651175,213162.1661847381,298457.72712302546
157387.32297772774,618865.1353011464,291129.8503333114,360313.35729544394
180756.66631910775,698931.8645734478,246539.66593102837,495720.905273423
126788.08524556615,593427.0080300949,163053.72707248005,312588.22362281906
208905.96364241777,705114.2318124414,321856.67530371266,527436.4822330343
159849.0619970878,692888.0877127179,308991.23210309574,487194.78903846885
186609.6477200637,675777.0467185741,200421.0111032051,473047.125792717
190481.29957452888,659148.8738859851,133967.68041785457,422209.8208955345
155324.755217454,674825.1749861693,147777.33530055734,450380.6430206959
135777.12357141514,632607.4832025064,212570.7726556906,328738.5486673244
147615.6155985954,664056.6612086876,260909.93541701417,401026.7052160767
202507.9712338287,684191.6464241989,219235.059623047,418571.8268469113
222733.19144993176,712679.9458012395,324823.8807287826,535781.1566397035
88359.7027490658,631288.7068235115,138736.26163374993,350357.67750787793
220782.5473127683,711262.0036938784,219803.80343437803,530414.0613577862
225727.78648740315,674812.7405108305,220342.60682752053,445632.2650289658
107476.51989656416,602004.6036656289,277462.59946082794,310913.7696049099
106403.75445391088,532874.1177423281,193252.82923404127,231537.3502729006
107697.07474669296,627537.8492261423,147992.16460700257,317162.9548205118
152845.9842136883,662556.4274744164,334130.4801702433,433779.22946052696
150635.42134239993,649820.5350925792,240448.61832143343,371144.1626982121
175534.96004288498,647898.206224449,181680.21329915954,369862.3585081779
192754.13675268885,661521.1671786525,139981.22005765332,447238.7579596911
140811.9493455737,638846.6056358606,256215.5321056003,351912.22163084126
155146.58709083046,629212.6338959871,311026.5195524989,378880.95052383887
123607.40670345971,645570.4670685206,227682.93093813572,391298.4559590628
289276.6113782994,714984.7777831819,306036.81317677844,547882.288872487
180222.0858106457,685479.3079966462,261503.92778151622,482982.7680367328
210538.33309199143,730831.5436479213,385950.4820750286,597708.2663693121
148783.98098423524,634297.2544041842,234642.26094426692,354110.104696344
123377.23478223295,615020.402261786,120203.89243050708,315694.47753274976
201294.08222071477,698969.3172484469,322444.44959678606,459432.20537208783
195107.5972463573,696376.3874630634,289959.0273034724,504048.70936246566
