Marketing Spend,Administration,R&DSpend,Profit
80954.42367005337,349141.5839778001,204781.64151715356,184118.84008793475
65047.89995718831,299576.05382171646,160299.86800830954,163465.63741955545
50864.231393142225,333562.7093502241,225736.69941771473,179570.2707110565
62780.86448788528,348389.7735412181,248579.72173000863,184613.36206782714
75618.44517971118,385709.44722010166,198071.68161390527,190191.31824460946
48715.43365783781,336224.52494166075,168740.22216960814,160725.79373070606
65476.25377617091,320145.02273761743,191706.38307446305,175671.0311469935
67369.53831128082,363398.0880368436,197958.44772371204,180423.15785966683
65331.203411708346,372995.4562220142,206359.10142808635,187004.52503310377
72928.25078012726,382418.13477979007,248685.86866131664,207428.13182129903
64542.74839544336,383273.0291725866,236774.7225546661,188379.30255902096
52712.376791289294,307657.00427765364,198007.10655552923,153411.03274227027
30582.90296404548,326650.35735114466,197436.79760717988,159773.02450192714
66894.80073328012,354646.9939672109,208528.4740897033,192898.98051243156
74373.30870558857,358195.54339335545,266081.7612469573,199134.5637949851
38465.003649336795,241217.43279606878,112677.48275518091,140403.18298710842
58629.124302557,325045.71608767565,167613.87641595118,164391.61113375137
65486.00177041196,335237.0027312993,207340.73241960513,177619.36906957743
24771.162982427748,166578.76557109397,139772.33431252075,117490.6863365759
21327.603836015085,145346.50712585775,125619.01891465453,113920.9912589792
51800.12547583508,321361.9583679199,204741.0318483571,168410.6156109679
59848.54495159183,376287.6507297675,244097.01530604082,185951.6081986089
50515.01317781788,343239.3686244661,204875.32322491286,177025.64609871485
58960.201311579076,334652.2134458277,143428.23845725454,169293.17131499134
67289.42123771294,357409.58443081507,168704.9919190977,171504.86577573317
61170.6111339802,323640.75588837033,203564.32162755827,163080.61760565403
43762.69253321349,291558.1607262275,169289.3705870774,160393.27724047186
58805.148456273724,325111.8724525678,205164.92104424423,167775.95064354152
42527.51874914608,248986.6111984254,163325.01226481513,143946.1007392104
55742.83191431627,341168.5498437068,184252.56968937794,184146.02596648558
39502.27473319127,305958.188501141,136513.26769678888,158412.01881469163
64119.72074723191,291194.93566573696,193838.73479347324,160301.83937483456
42045.79974125171,259265.22651351025,126351.89260754889,147810.78229975968
59274.841568434545,341641.6795921146,207373.6292671583,178270.95344555588
60562.9646448255,330072.0078425326,218308.32019232682,181866.94526816654
58351.664239189355,300517.5651003612,168326.51134831077,155892.65541719337
43140.29543309157,337551.42215826997,183373.58938106056,156200.56941393125
28661.979670172288,226227.1838560443,159903.6661426001,128360.36748433302
80370.83061635666,349198.146206796,212548.86732345895,173075.25960963557
82406.37278814563,362048.88892093435,186759.2613062495,184202.6227957316
53983.601493929025,350303.71610675735,200092.33400462536,175181.31406094556
56407.575655227,351235.56995453173,171267.12987700835,173486.8276187883
47394.80616102288,270546.149352192,170008.28502145625,151347.1955490705
57055.63372965788,334863.71649056516,244271.9359799332,196192.1766202971
50188.84831738737,284662.5214614193,155333.77194892088,148511.42740267256
49137.551432978275,311478.3694758898,170833.4563293085,161204.81691982358
84202.01602470857,334746.4756059204,237450.81129463157,189202.8296448978
29644.652969912146,275034.36718740576,173351.0073432727,147205.89813939115
74320.3705817637,365263.8327632024,257321.69663455433,192288.71544297936
64806.17804030191,343240.5919231043,191109.7328632069,175155.05909072357
78387.59105207433,381737.24832137936,243198.27675575126,201589.70008093264
49532.97071791609,318879.6610088157,196445.83638288637,158364.64691209508
60295.58540444338,342072.8086409449,244140.32586118038,194439.15466007346
72651.11059581138,369094.685784545,227486.21378884176,186912.97125404296
61108.812871488386,349666.18294664903,175307.31159959512,187195.5377695947
48229.3924454495,354267.6498104503,186406.20999114538,173732.23559286018
48326.759628258646,296134.07534412085,196417.09839543464,159989.894855207
68028.42767179216,376838.2895676285,211100.09783550393,189968.62964057544
44901.25946352694,319913.10246154986,173101.73382560423,162786.23163046225
37840.381440684236,309178.89093268005,165380.97807405633,156848.0873144125
65837.77840265253,323954.2655833543,216514.31953953893,166492.71138070934
56687.573224026484,306600.96559857606,181549.20917813605,163676.5693730599
41025.75178262767,328130.01264640805,178658.8302951561,156149.39283875137
80493.84467847436,368825.6217403548,217901.6182163458,205504.48680000674
52040.601008724414,345781.4484567956,206900.81883570793,172740.0692061733
76714.51118622458,334078.7822364604,203469.93627213355,178330.86202420594
43789.247391062774,323887.09539893386,186293.40526171515,165709.13596859423
58163.784658161465,328092.08828698855,180581.82049303778,168037.4037491587
34738.78149702829,311534.6704473386,187689.4189271512,154478.97828500424
53346.71424062498,332607.2082622193,176154.71177736166,172237.07645950926
67416.71426656378,366658.08476391254,210622.63301129657,193810.08689244487
63485.95478730577,328201.06226324337,204241.9675230448,181849.64246087187
50795.45076865828,323019.36974985286,196814.3068906495,163922.05548949735
59630.89192820745,362378.90566191333,188884.1647067462,172326.4856595268
61119.14142459402,351809.4684685393,204099.24300234212,169780.41143074076
65248.16756535055,353621.7283257928,251818.88455576292,184128.24953985857
60165.56558558644,348427.36686228885,240200.7033561811,180858.2953894925
62914.93473962248,352413.6633887132,175027.94868355244,178759.30580370518
21256.789329385407,224005.91417386732,144445.01469545197,126207.37370850648
64210.57971738173,351874.27341293346,226474.4606712425,201170.44201397308
56566.42270354072,375780.96412585786,248982.2674271235,189401.32418069986
69665.39545657387,380981.9840588982,264291.6762942608,193546.86281967294
59432.00273982951,341326.4342238984,173575.60050341432,177058.2490069151
61556.54221885239,309940.981255838,218382.83027452754,176343.90599232537
49656.3366428113,332657.8208753582,171942.86680538245,153777.72325316255
64345.81876443219,315727.45250092616,175999.9843956734,172818.38183713198
57287.02250214125,348935.7835855048,195533.65991446332,181338.54171551674
89711.8282953958,380717.6275520822,246653.4154410793,210472.39818522433
27874.0255645946,286052.04657383927,202048.85448142767,159064.69899774314
68042.24202068876,347329.8964948651,222083.30389201923,192660.3782940031
66622.52679029475,310937.25393226877,220159.42541265333,168489.59883091936
69953.38615797774,348731.06710876094,201732.59360920024,191195.2500521325
44264.9638038711,317546.4448818187,199867.35869147832,156591.60014077227
59653.81033339667,342420.0319948412,192918.32890376612,163395.6834239514
56927.00015278272,313329.4149865238,197852.44885308118,155609.40970588967
61036.374779385755,298865.622954579,187904.46297085256,171959.77253347897
80382.79763684221,339577.5365876465,240288.00560329825,185554.232952826
73665.7352629658,318084.81304379925,191450.21902973732,167899.64715639886
70228.84155376331,306055.0163210628,212548.23895300578,174062.88724569563
77617.4267374179,334247.4388989831,205263.36690661288,168601.83061378135
67422.15973153144,332981.9603984328,201291.46606545156,178594.49920194224
54113.249685561845,301997.4375372468,202805.97201979908,155957.9632012809
41639.55245202659,303897.2082369962,134093.02417432674,139466.01001501174
61664.40503256486,334919.41109933646,224506.75432168442,183546.81761715296
42178.552538112854,277422.6340387,169073.369979108,149455.4638760081
35978.3893844837,303448.8379000844,192024.95293164632,159154.2166045289
55133.29594555617,330100.89152725384,166604.31923372197,166590.38951147778
73310.63417589405,317292.33455883025,182332.62135474585,184469.3798116848
41850.69006942095,253872.37373303366,171720.24661768967,141712.16204299146
55046.7126466152,307629.76222548314,195661.43497761028,161225.66203372073
43923.01229530633,288256.80891009787,185093.7726996679,157535.1247792986
58033.966179103285,300955.42445593304,195929.90119615485,162881.13853384423
70427.93439621764,313935.00423865806,167006.25429026358,168295.35335870317
47364.53914656272,302696.9292024489,232141.00170462107,162334.8257007467
59607.911219317735,363046.3517637995,213489.87146996555,182905.61597909403
39265.131183013495,308333.5051255941,184258.95081356223,154514.42338571898
55205.446615754656,342688.76985622005,183004.26973566855,186430.17208080823
32094.242341761157,282719.9360024113,204947.9338135084,149961.05196810752
62042.03284377732,307172.33560676465,174174.94221221912,175576.58190447665
67996.20979367121,345694.71077983675,231867.27002448885,188490.68364330434
54937.47139247757,303267.4940682676,193795.80199123715,165091.3517175322
52659.41590091352,311700.2998962733,173514.4978114154,160832.92935810518
60174.526474535945,339427.25874364615,200339.01851385337,167504.07971353727
74260.66134003818,389037.7178626957,223084.41647185112,196481.12151915175
30822.84367111267,285876.7492435772,151790.16819183793,141990.19927236895
51040.34056404388,288841.1296565219,186443.56775843297,163744.15527187998
50743.10431032746,385699.96491803415,218489.75372126937,183964.1919184953
69149.21993686704,378023.5959313345,173613.21430993476,192788.0796332689
60307.12797542216,354601.59100577736,235671.4583383718,178811.10450872793
57448.37452809833,310012.52544864255,191482.97338012556,182008.7458883429
73641.62817610198,373321.40949751186,273656.8919682495,203387.94558851203
31379.760404425724,279323.9439159057,188424.4465902641,149662.92462618963
47637.50364143983,315055.0994874164,202572.36790827324,164209.02690878246
67109.50077396406,326304.0740217382,190117.98016966466,177390.16033154435
78867.97843606073,339834.14667411154,165178.4846719018,172446.13003943794
47286.61296300211,348339.75045793364,218524.6709022621,179418.05243245413
64394.70015347264,314880.3739803327,183502.39661873018,169026.0408285139
48340.335136238944,289161.35044784966,157168.7293483492,151990.78867097505
65842.88455897507,341226.4177994353,248583.38901536138,189283.77001977526
38611.8718936458,324074.09007510194,153025.85187856955,167420.14364617216
67986.7956113252,356062.0396889298,201555.7004326371,181340.38094299225
51079.563180564255,308828.6736852506,199548.11266040165,154771.20724303066
67175.50778131654,360552.21762291744,235856.03919284337,180645.6647812076
66817.4265757747,342282.8276079776,217143.85614150844,185233.38922907494
59785.521915787234,345293.38644071657,178984.16444300264,174546.89857672682
70639.15893905485,334900.7004871305,187444.9247305509,177196.7268388641
45152.08129378436,283027.93575633346,196819.19440867624,149571.62450098473
75047.22368458012,358269.162100109,206103.57925821884,192154.61963525135
69203.48600411111,355287.10011073056,265252.8941075525,199973.5222661362
49730.00325559289,338864.8690354521,206864.64115539117,168570.74081463725
52100.76316234264,303853.31972857576,205656.19791987113,174487.59769678744
77284.60560146066,355805.3958540519,221511.03940384337,184809.9615704908
68823.42536326511,340351.81924262026,210667.82199832602,188559.10402508723
63984.5916945224,363494.5455046412,234752.38915039628,195307.68691628365
64212.71005456786,361049.21862808964,223757.75900527916,184785.39838689618
60030.808991646925,353692.524644969,250498.49913123884,186121.13339845653
52948.98015242485,351012.86070537445,230503.11485612733,182605.70447171014
56864.139733377204,328474.5630408038,190461.0483355809,175951.83047757266
56022.021052826945,383215.70747592114,231953.93649128522,180093.16860869213
86785.17156945975,369195.79685690376,218907.61108275273,205951.43609893435
45901.504343820954,306754.64802740497,192064.40573930496,161218.2727161756
72934.92005928428,353271.6276535691,227697.97831004817,179216.60301638657
88945.0434100514,359233.6245236309,234994.03612188302,197453.14889664453
54488.95762862214,334419.36252758437,255698.69080270073,163550.45593237985
78666.64037602491,361921.6364337739,193073.90815444465,185519.94572236532
61331.99714862959,349894.3539066049,213309.68808374973,174072.14083334114
65095.073230737224,378274.5044658819,262531.5245269637,192968.00594509582
55718.16220733738,314042.8505844253,175533.92535756444,163694.5132137086
44515.22547613083,315056.2090038652,146636.57266046136,157039.89139554588
60119.50237061119,322833.0826355457,156435.37916628344,172472.10719369398
66804.5429081115,380192.19190784846,202705.92779952777,186430.38713505497
74435.8561192555,398639.6495516535,204633.33365495107,199816.31018970805
63816.960326100394,355652.99492399016,197082.36146604485,172626.45138970247
52591.012436824356,326301.7787820847,168456.3430871313,168891.3319007944
76247.4145056947,379764.13902691746,190656.9475605778,184511.82378460251
84598.60529964868,403333.7953299078,231159.37246242227,203449.7467096407
60230.47308918805,400510.9565372483,220495.13579612732,189722.93590087185
56990.21868231177,344715.7264862615,152458.0625370753,179034.83914003562
77499.39543682976,347025.8234441558,201619.37778139953,182571.39501627025
70093.23011769773,349162.2933191639,148966.27332198794,165214.10883386942
52870.73311800794,349333.9080689815,216434.69836702902,166813.71397473136
69751.76373132697,343595.88884093164,190130.99648660282,183038.11728941216
44454.954414663356,300685.20470415195,206823.29047514193,159863.35593555844
69392.4574494615,352888.92340960016,198690.5938449515,184952.01312120832
54111.780445319404,313192.88875240483,157790.44320798683,158438.44011609972
61037.43784852812,324730.3074721212,183377.14368818316,170272.76129751257
63656.154602698036,358040.0745939674,205657.17743436602,184051.43714721635
55832.97242500964,343359.7793735295,166173.54826729148,181304.04157300296
57147.051456814355,328254.5435638158,164733.78138324362,177406.03412452436
41476.2344847879,300611.23247174144,211792.46799157799,159528.89643804706
52539.04192342698,317458.8810888252,217356.6491344351,172776.1386925613
46633.702197575214,312488.18057933793,169478.17635336064,169648.1274441694
39246.352361249046,251486.97631216544,186173.77345735382,153003.77144871934
66094.61469858175,318990.03513490665,157858.18150028377,168753.6874837104
62995.12381894216,365307.44641538867,210261.05610791047,183275.7319958305
41748.0871097272,293268.64174256276,224726.00271339013,160354.6828380488
56953.54268264595,354151.82716627175,205976.24143807453,177441.9935523709
70518.6504143518,338597.1333872606,204887.84657093865,183025.84109392876
76577.03751252074,344596.3440245527,275502.159409316,197610.32100685168
67118.45099981494,353204.1711695699,219717.46419176122,180961.94596356293
55831.18608548101,336763.7892108156,206542.67882549076,177423.18036892428
72474.19859648286,349136.7468673619,229296.401802512,199953.68406565572
72127.04672208926,389580.4322123121,229999.23916826522,201178.2550353246
62373.33954701472,370514.220512736,185242.04028997343,188853.62984430307
32606.192136413953,296904.0715934308,206650.51142216366,150741.14229291462
60687.83751032611,392360.19900614495,206056.93173711988,204729.29803554757
56060.64383551819,360419.46898138744,208972.61767199,189919.32692088847
44873.43662870847,308246.0348083881,160882.11419354126,156946.8009358498
55740.64762180646,305044.6879079385,176369.09667658925,155858.01839362292
63218.20289146774,373876.5352158963,150468.1849921229,182044.40389759187
75778.83617964853,338619.4825990813,239572.58809788528,189622.48033527553
57373.407010394934,356308.6839572689,197582.1912383286,191208.3623218066
68793.81821135967,327862.85994229425,213481.62033787268,182114.38081695177
37517.02977741636,284644.9470161111,165252.44954531276,155994.02343209754
72237.37832632023,347726.1069414957,219232.04855666618,196200.07358295092
71431.67057725965,336075.5422263318,204243.12089141054,195796.3408407449
100079.99048197991,365345.6002353973,214807.84260592682,198463.93003616095
58023.492930268556,352848.76385170774,209660.69920510633,172217.97823816177
72512.07371953821,344287.61392405897,220807.87714200697,191754.41716333188
57265.68259282267,326272.0669542068,214943.97543636372,180709.28336001225
46921.05445697726,361423.8073346896,184451.16185513596,177830.63024340064
65040.54810598996,366808.9428434159,226713.97687563024,192546.6229160226
77696.01116834619,374504.73424065067,231849.511427276,198257.43953855892
82438.6651336383,406030.47392890154,205198.98162742518,195168.74655333807
46272.59464199889,311261.39289410645,213415.76396352533,166531.41418717327
51935.72367607483,313579.59151540144,189355.8656897873,168107.51839751613
89026.14667168763,322986.6134693686,256445.97037087366,201908.01328498274
81334.96799090541,354098.39121292275,237164.04360807422,188791.3329589568
77686.1259503559,364874.6951887266,202480.9083230646,197968.69408427674
65381.59087474026,341902.7809451207,204338.66466840488,180761.99911556102
44238.19121031864,345345.3965794363,214276.31750932132,163723.58125132974
59073.64231445019,316649.77986117353,160266.2025460999,169726.8732269897
62970.97296604247,364509.7730092984,203622.99251288682,193333.98987172768
62675.89030097031,352576.94223946915,199660.9677950601,181871.55515876057
73968.16073177109,345385.38933599065,221250.59079536638,181295.23486558604
79805.11371204196,374880.5613659131,233445.61422588115,200116.06666038264
70358.72262866766,337583.7170304603,189926.68215585395,173646.86513278293
66199.67271163373,334952.65389254334,218439.81818604778,179349.2335960218
74737.1223405227,329652.3793918314,178106.44321245927,185755.25671734192
57708.384858387224,347066.30896688486,245356.8712433732,186399.78488415043
75859.80218422267,372512.5866989679,221913.89095610505,180178.7482437867
78385.07109929294,371896.1689761884,206588.23520469177,184878.6165760807
83512.53147730869,342508.04033049266,203497.83953702947,187926.05484224684
63510.49469105635,335747.54324495903,199024.4506538381,175085.12354468706
83399.53735762495,362131.36680733564,252156.53493879127,211708.3213457863
85211.96364725406,390886.75757700973,234816.8515562822,210027.0830612546
68172.51475786189,363724.9859681883,196704.6573122111,179906.624909163
48493.89550452527,327204.13288873585,184983.15430407677,176741.30403077087
33096.34260348459,300046.54706188745,154766.53839429223,149479.12526682395
74077.20636244208,374281.9419192687,231954.37603216543,195419.07740040869
91108.20793745057,377105.45341793017,230699.27546552045,207972.1131291256
90102.12603905631,376046.5602872787,246124.14857804246,199865.47734401902
60221.06674818167,360493.32662884606,238627.9201114832,185866.86224602954
41099.08752043193,290578.9971054515,152944.11477763287,148101.15944063631
65903.17222224738,366835.7464735015,247520.26322088751,176569.57920250605
69028.91802488345,339901.79111644847,258246.03363047334,198580.27506773465
59046.74290339403,319339.37123397365,172300.1474201376,165522.96865477914
72990.07096363013,396685.39824079257,219195.09023828123,201255.95710012875
73071.9243778464,343837.06728321925,224918.62500802145,183086.6644346566
48778.209362982234,330708.8087376578,226079.3611102532,174512.8923084472
67049.92716304428,338002.1706184541,188851.21377827026,176787.431800065
59313.815768303546,357120.68346949416,194555.8845360679,194317.51252138786
82504.4192904224,355869.0426614971,220798.12192007992,186975.91604445965
74634.51361459805,328349.74624567863,210734.53525152677,176961.91601937593
74268.35097642145,367522.77216380526,224963.9031072705,193277.4085768615
81909.65855602169,374758.23488487,235655.37571562716,194147.371499775
41933.217526264736,320130.735369578,182766.5285807302,171623.29715134506
81752.10705030416,379832.2213522701,242614.11450662336,191217.89369146162
66891.36964223317,346719.8315690862,191631.6750044601,177066.27420998464
65773.05084500679,293611.421804505,208027.203793012,167934.36084769125
70805.76074900784,366631.51438267255,212453.61073857034,192640.19869373672
61159.21247305583,358720.9891529553,180254.1943745751,181771.38576710253
66612.18008317349,340415.05009188154,171163.74203714816,174907.6109322171
69020.04251411489,322788.1847870834,164588.95134479812,175097.25322249444
77801.03605786651,353223.1962384605,224007.6890036749,191016.65770690853
44738.56025579978,332740.05083337484,217859.01934130985,168928.97581585386
61237.81047560987,354499.5808013733,234053.07089039462,190386.6243567433
46728.753447445575,287452.92557790154,141743.99594034048,161747.69735060362
68793.51288087237,321557.44989279145,208962.34002712872,171415.50321317793
57834.2662186774,343480.9588054834,204985.34706031828,172257.67573171871
61544.168584082494,356194.7679873874,221222.13015727335,184331.74340657287
48110.13887633657,321481.82473152195,234509.0625440923,173258.88036062775
67261.46596945259,313955.4904730165,164814.91913712173,174535.2217969445
59229.83594798364,338509.45395017817,199765.98968527204,167837.656518356
49895.89855042311,302367.8379111522,209227.86338421275,150272.58221289873
55184.568364461826,305704.6651540004,218523.19710981398,162763.98749367296
44905.30021740352,308307.4600683365,154284.74608235873,150416.2195763651
95703.13959038629,357211.28048353514,189052.23904873763,190568.94315206882
67833.08382724108,362633.49403066636,245725.75462797037,187103.93223961306
71059.22739889954,364650.4909446543,240714.083682316,189933.38355606658
95615.62139057892,409306.6569388971,268833.4607420787,220798.25786544004
71148.00740469816,349063.49850877037,210166.49104920056,184869.7284277665
74101.51156011093,367098.9913588576,246366.17894329768,190311.76964409414
79663.30708689812,369838.6475758738,268444.22866697796,207946.94916367554
80146.36036028345,352878.77623433754,270030.3890664493,189210.8477515587
63175.05056414859,312559.7987296417,246861.70934385937,186245.0353329497
61811.58249967306,340746.39154473855,197057.55156171363,179132.0431943586
95689.2284244622,367251.4357895854,212955.85690998373,203921.59544358106
72519.83385122882,331880.22754448385,191873.19851797944,179266.63811192574
72753.54201889818,346024.4494427863,212358.53710216592,177893.4480896299
84936.36975908613,385384.5074672603,275640.9628694274,204415.5877953348
62395.40116366039,326916.17596843105,210961.19687374638,184952.46625586788
50332.197292891055,335726.4242362612,218084.81127451017,174797.19705136496
69413.24819981617,352310.8229215895,249991.39667983336,186974.09489122132
73569.2043632387,332001.70390447887,225669.64497758626,188533.11326953175
60105.90524926936,289263.12759647716,212327.5149735874,169383.6717809443
70929.5700687731,330171.75477701996,188241.1082625778,194952.41603846432
66134.33266308728,299055.2301821236,191462.20357522948,165342.3633067214
53780.53489356107,330738.23184533126,209715.61109340718,170449.35287309843
69917.21463126523,386054.9331714175,181646.15336918598,190034.34797508654
45591.500500560534,328096.0868845844,205312.4916397622,166372.48421228884
73043.31193121552,355491.2649376727,218151.4638438766,182640.969300641
73836.59518559133,380227.5035313932,207221.02901222982,197456.39392535976
71470.69744088638,346734.98026544653,154150.98855298577,174286.60501702773
72186.33981969274,341242.4654586122,197495.85908665066,176595.65814366107
62016.02368567358,333063.9385383472,172037.13211106043,167651.85361874642
63390.11175625289,288750.0928498365,193988.7028646928,165677.62310710983
84367.9790509561,346659.064268482,210822.3663478849,196344.94623698475
59826.83772719612,341695.3731892599,213740.38883827478,176790.50543004044
72819.6797830911,352979.98737115454,204441.21808869008,193309.72911599407
59012.80748768687,335554.0236180072,172425.37562979056,172184.9751006155
70215.3078018472,352551.76255507267,223727.567216483,187088.11257556756
63065.74494200409,311432.0585101252,203229.14181360576,174579.74858985367
44075.520115625586,302302.3378924388,164046.8750389085,165925.2328577218
56190.6359169329,341526.81009895337,238252.40056823855,180711.55012623497
66340.58385847328,386139.015182554,222967.8334809988,180626.8286190889
64101.21696799937,335587.2469139985,164675.5992493744,181092.2755284071
50577.591713640795,330975.8175792152,170335.27932174894,172152.92895320337
53966.794853868676,339766.48822901817,220904.6525014758,171166.9847907189
74158.20505753232,340116.56866043154,187786.5558115564,180954.46102391562
48250.61303243064,361204.9556472263,233181.01607972354,180720.30771219477
75702.90693668558,332827.39933650463,193747.5699916686,178834.5434839905
85234.92620086174,335293.96703640185,231342.29723540996,189711.05108179286
61209.3385412427,380137.4419845195,218270.55341400288,180486.9311764112
63558.99673788896,320699.5531920797,203806.9354294753,170918.21510065335
80064.77075535801,346825.3609284831,206390.89972552986,199421.04633690114
76766.02412611229,370760.63993244595,237488.66891340193,193666.46878304824
84783.82248075833,362271.4178174551,212436.67951375918,198824.4819153169
66895.01968564834,376539.8124301169,152668.78239343205,182920.370914281
76375.15089027639,336717.10095716093,230192.30686602346,170964.51882259478
64934.573369978294,333039.2259580353,215946.40919438313,168356.27451004382
64526.96788877003,344759.4459476749,190604.51165489366,182462.92777968277
56244.23065177932,294282.13798297924,185256.4792913735,164597.7443757893
70658.60418439085,386475.9832063805,248940.74205516957,200230.30987456386
78850.65408940655,352472.83948154113,275723.4197305804,184563.12857750067
89690.20564227487,374607.051532756,178066.33281049907,189872.27810297202
67414.52695739857,368532.47316042567,224856.6486822826,199336.20405976273
70173.35096958485,304046.72803394444,241616.32381000533,179023.01743496384
75712.90216055725,373575.18219338707,267870.1423577293,202000.63621587932
73489.26673545215,327503.0154059542,217580.50548701143,182483.71084897433
69442.10752972293,351089.66349687934,214738.45794024158,188608.36104020796
49585.51420910969,316454.6183894905,189612.6767106453,168533.86360053736
63314.1594740544,378997.13699543563,169574.866381903,180754.41311941392
58792.89544703001,351066.57969370694,143786.6075268006,171810.8421145554
67992.14751570481,353691.5285600781,220986.6257631477,186607.5819762377
71352.96195775816,366228.3992220301,188045.9901881899,188173.89460868633
72991.259887412,348615.75992485846,200159.90483072528,188392.4522711877
63827.31986285556,336221.30599731725,187174.56006029973,192924.8298286107
44887.51062390234,325708.66936072864,187297.69649675107,162918.34346148864
